char,Line,movie
FRODO,Are you saying there's another wayinto Mordor? ,The Two Towers 
GOLLUM,Yes. There's a path......and some stairs.And then......a tunnel. ,The Two Towers 
FRODO,"He's led us this far, Sam. ",The Two Towers 
SAM,"Mr. Frodo, no. ",The Two Towers 
FRODO,He's been true to his word. ,The Two Towers 
SAM,No. ,The Two Towers 
PIPPIN,     Merry!       ,The Return of the King 
PIPPIN,"  Merry! ,  Merry it's me.    ,  It's Pippin!      ",The Return of the King 
MERRY,  I knew you'd find me.     ,The Return of the King 
PIPPIN, Yes.      ,The Return of the King 
MERRY,  Are you going to leave me?     ,The Return of the King 
PIPPIN,"  No Merry, I'm going to look after you.      ",The Return of the King 
GORBAG,"  Hands off! That shiny shirt, that's mine!     ",The Return of the King 
ARGORN,Their pace has quickened.They must have caught our scent.Hurry! ,The Two Towers 
LEGOLAS,"Come on, Gimli! ",The Two Towers 
GIMLI,Three days and nights pursuit.No food. No rest.And no sign of our quarrybut what bare rock can tell. ,The Two Towers 
ARAGORN,Not idly do the leaves of Lorien fall.,The Two Towers 
LEGOLAS,They may yet be alive.,The Two Towers 
ARGORN,Less than a day ahead of us. Come.,The Two Towers 
LEGOLAS,"Come, Gimli! We're gaining on them!",The Two Towers 
GIMLI,I'm wasted on cross-country.We Dwarves are natural sprinters.Very dangerous over short distances.,The Two Towers 
MERRY,He's gone. ,The Two Towers 
PIPPIN,Merry! ,The Two Towers 
TREEBEARD,Hooom! ,The Two Towers 
MERRY,Aaagh!  ,The Two Towers 
ORC,Let's put a maggot hole in your belly! ,The Two Towers 
PIPPIN,"Run, Merry! ",The Two Towers 
TREEBEARD,Little Orcs. ,The Two Towers 
PIPPIN,"It's talking, Merry.The tree is talking. ",The Two Towers 
TREEBEARD,Tree?I am no tree!I am an Ent. ,The Two Towers 
MERRY,A tree-herder.A shepherd of the forest. ,The Two Towers 
PIPPIN,"Don't talk to it, Merry.Don't encourage it! ",The Two Towers 
TREEBEARD,"Treebeard, some call me. ",The Two Towers 
PIPPIN,And whose side are you on? ,The Two Towers 
TREEBEARD,Side?I am on nobody's side......because nobody's on my sidelittle Orc.Nobody cares for the woods anymore. ,The Two Towers 
MERRY,We're not Orcs! We're Hobbits! ,The Two Towers 
GANDALF VOICE OVER,You cannot pass! ,The Two Towers 
FRODO VOICE OVER,Gandalf! ,The Two Towers 
GANDALF VOICE OVER,"I am a servant of the Secret Fire, wielder of the flame of Anor.    Go back to the Shadow.The dark fire will not avail you,flame of Udun!",The Two Towers 
GANDALF,You shall not pass! ,The Two Towers 
BOROMIR , No! No! ,The Two Towers 
FRODO,Gandalf! ,The Two Towers 
MERRY,It's Saruman's army.The war has started.,The Two Towers 
SAM,    Give me your hand.  ,The Return of the King 
SAM,    Take my hand.  ,The Return of the King 
SAM,"    No! , Don't you let go! Don't let go! Reeeaaach!     ",The Return of the King 
MERRY,"    Frodo! ,Frodo!     ",The Return of the King 
PIPPIN,    Frodo. ,The Return of the King 
FRODO,"    It's gone. , It's done. ",The Return of the King 
SAM,    Yes Mr Frodo. It's over now. ,The Return of the King 
FRODO,    I can see the Shire. The Brandywine River. Bag End. Gandalf's fireworks. The     lights on the party tree. ,The Return of the King 
SAM,"    Rosie Cotton dancing. ,     She had ribbons in her hair. If ever I was to marry someone, it would have     been her. , It would've been her.  ",The Return of the King 
FRODO,     I'm glad to be with you Samwise Gamgee here at the end of all things.     They hug. ,The Return of the King 
DENETHOR,"     I am steward of the house of An'rion. Thus have I walked, and thus now I will sleep.  ",The Return of the King 
DENETHOR,"    Gondor is lost. There is no hope for men. , Why do the fools fly? Better to die sooner than late. For die we must.  ",The Return of the King 
DENETHOR,"    No tomb for Denethor and Faramir. No long slow sleep of death embalmed. We shall burn like the heathen Kings of old. , Bring wood and oil.  ",The Return of the King 
GANDALF,    Steady! Steady!  ,The Return of the King 
GANDALF,    You are soldiers of Gondor. No matter what comes through that gate you will stand your ground. ,The Return of the King 
GANDALF,"    Volley! , Fire!  ",The Return of the King 
SAM,"    Let him go, you filth! Let him go!  ",The Return of the King 
SAM,"    You will not touch him again! , Come on then, finish it!  ",The Return of the King 
GIMLI,Keep breathing. That's the key.Breathe. ,The Two Towers 
LEGOLAS,They've run as if the very whipsof their masters were behind them. ,The Two Towers 
ORC,We're not going no further......until we've had a breather. ,The Two Towers 
UGLUK,Get a fire going! ,The Two Towers 
PIPPIN,Merry!Merry! ,The Two Towers 
MERRY,"I think we might have made a mistakeleaving the Shire, Pippin. ",The Two Towers 
PIPPIN,What's making that noise? ,The Two Towers 
MERRY,It's the trees. ,The Two Towers 
GANDALF,"Peregrin Took my lad, there is a task now to be done.  Another     opportunity for one of the Shire folk to prove their great worth.     , You must not fail me.      ",The Return of the King 
FARAMIR,It's been very quiet across the river.   ,The Return of the King 
MADRIL,"The Orcs are lying low.  The garrison may have moved out.  We've sent     scouts to Cair Andros.  If the Orcs attack from the North, we'll have some     warning.   ",The Return of the King 
GOTHMOG,Quiet.    ,The Return of the King 
SOLDIER,We need 10 more.   ,The Return of the King 
EOWYN,  No.      ,The Return of the King 
THEODEN,"     I go to my fathers, in whose mighty company; I shall not now feel ashamed.      ",The Return of the King 
THEODEN,     Eowyn.      ,The Return of the King 
KING OF THE DEAD,  Release us!      ,The Return of the King 
GIMLI,"  Bad idea!  Very handy in a tight spot these lads, despite the fact they're dead.     ",The Return of the King 
KING OF THE DEAD,  You gave us your word!      ,The Return of the King 
ARAGORN,  I hold your oath fulfilled.  Go.  Be at peace.     ,The Return of the King 
PIPPIN,  Merry!     ,The Return of the King 
EOMER,  Nooooo!      ,The Return of the King 
EOMER,  Nooooooo!  Noooooo!      ,The Return of the King 
FRODO,"Lead the way, Smeagol. ",The Two Towers 
GOLLUM,Good Smeagol always helps. ,The Two Towers 
MERRY,Hello?Treebeard?Where has he gone? ,The Two Towers 
PIPPIN,I had the loveliest dream last night.There was this large barrelfull of pipe-weed.And we smoked all of it.And then......you were sick.I'd give anything for a whiff of Old Toby. ,The Two Towers 
MERRY,Did you hear that?There it is again.Something's not right here.Not right at all. ,The Two Towers 
MERRY,You just said something...Treeish. ,The Two Towers 
PIPPIN,"No, I didn't. I was just stretching. ",The Two Towers 
MERRY,You're taller. ,The Two Towers 
PIPPIN,Who? ,The Two Towers 
MERRY,You! ,The Two Towers 
PIPPIN,Than what? ,The Two Towers 
MERRY,Than me! ,The Two Towers 
PIPPIN,I've always been taller than you. ,The Two Towers 
MERRY,"Pippin, everyone knows I'm the tall one.You're the short one. ",The Two Towers 
PIPPIN,"Please, Merry.You're what? Three-foot-six? At the most?Whereas me, I'm pushing 3'7"". ,3'8""! ",The Two Towers 
SHAGRAT,"  It's going to the Great Eye, along with everything else.      ",The Return of the King 
GORBAG,  I don't take orders from stinking Morgul-rats!      ,The Return of the King 
SHAGRAT,  You touch it and I'll stick this blade in your gut!     ,The Return of the King 
GORBAG,     The scum tried to knife me.  Kill him!      ,The Return of the King 
SAM,  That's for Frodo!     ,The Return of the King 
SAM,  And the Shire!     ,The Return of the King 
SAM,  And that's for my old gaffer!     ,The Return of the King 
SHAGRAT,  Stop your squealing you dunghill rat!      ,The Return of the King 
SHAGRAT,  I'm gonna bleed you like a stuck pig!      ,The Return of the King 
SAM,  Not if I stick you first!      ,The Return of the King 
FRODO,  Sam!      ,The Return of the King 
FRODO,"  Oh Sam, I'm so sorry.  Sorry for everything.     ",The Return of the King 
SAM,  Let's get you out of here.      ,The Return of the King 
ARAGORN,Rohan.Home of the Horse-lords.There's something strange at work here.Some evil gives speedto these creatures.Sets its will against us.,The Two Towers 
ARAGORN,Legolas! What do your Elf-eyes see?,The Two Towers 
LEGOLAS,The Uruks turn northeast.They are taking the Hobbits to lsengard.,The Two Towers 
ARAGORN,Saruman.,The Two Towers 
SARUMAN VOICE OVER,The world is changing.Who now has the strength to standagainst the armies of Isengard......and Mordor?To stand against the might of Sauronand Saruman......and the union of the two towers?,The Two Towers 
SARUMAN VOICE OVER,"Together, my Lord Sauron...... we shall rule this Middle-earth. ",The Two Towers 
SARUMAN VOICE OVER ,The Old World will burnin the fires of industry.The forests will fall.A new order will rise.We will drive the machine of warwith the sword and the spear...... and the iron fists of the Orc. We have only     to remove those who oppose us. ,The Two Towers 
SARUMAN,I want them armed and ready to marchwithin two weeks! ,The Two Towers 
ORC,"But, my lord, there are too many!They cannot all be armed in timewe don't have the means.",The Two Towers 
SARUMAN,"Build a dam, block the streamwork the furnaces night and day.",The Two Towers 
ORC,We don't have enough fuelto feed the fires.,The Two Towers 
TREEBEARD,"Hobbits?Never heard of a Hobbit before.Sounds like Orc mischief to me! ,They come with fire.They come with axes.Gnawing, biting, breakinghacking, burning! Destroyers and usurpers! Curse them! ",The Two Towers 
MERRY,No!You don't understand. We're Hobbits!Halflings!Shire-folk! ,The Two Towers 
TREEBEARD,Maybe you are......and maybe you aren't.The White Wizard will know. ,The Two Towers 
PIPPIN,The White Wizard? ,The Two Towers 
MERRY,Saruman. ,The Two Towers 
GOLLUM,"See? See?We've led you out.Hurry, Hobbitses. Hurry! Very lucky we find you.    ,Nice Hobbit. ",The Two Towers 
SAM,It's a bog. He's led us into a swamp. ,The Two Towers 
GOLLUM,"A swamp, yes, yes.Come, master. We will take youon safe paths through the mist.Come, Hobbits! Come! We go quickly. ,I found it. I did.The way through the marshes.Orcs don't use it.Orcs don't know it.They go around for miles and miles.Come quickly.Soft and quick as shadows we must be. ",The Two Towers 
SAM,I hate this place. It's too quiet.There's been no sight nor soundof a bird for two days. ,The Two Towers 
GOLLUM,"No, no birdses to eat.No crunchable birdses.We are famished! Yes!Famished we are, precious!  ",The Two Towers 
FRODO,Here. ,The Two Towers 
GOLLUM,"What does it eats?Is it tasty? ,It tries to chokes us!We can't eats Hobbit food!We must starve!     ",The Two Towers 
SAM,"Well, starve, then. And good riddance! ",The Two Towers 
GOLLUM,"Oh, cruel Hobbit.It does not care if we be hungry.Does not care if we should die. ,Not like master.Master cares.Master knows.Yes.Precious.Once it takes hold of us......it never lets go. ",The Two Towers 
FRODO,Don't touch me! ,The Two Towers 
GANDALF,"Fly, you fools! ",The Two Towers 
FRODO ,No!Gandalf! ,The Two Towers 
FRODO,Gandalf! ,The Two Towers 
SAM,"What is it, Mr. Frodo? ",The Two Towers 
FRODO,Nothing.Just a dream. ,The Two Towers 
SAM,Can you see the bottom? ,The Two Towers 
FRODO,"No! Don't look down, Sam!Just keep going! ",The Two Towers 
SAM,"Catch it! Grab it, Mr. Frodo! ",The Two Towers 
SAM,Mr. Frodo! ,The Two Towers 
FRODO,I think I've found the bottom. ,The Two Towers 
SAM,Bogs and ropeand goodness knows what.It's not natural. None of it. ,The Two Towers 
FRODO,What's in this? ,The Two Towers 
SAM,Nothing.Just a bit of seasoning.I thought maybe if we was havinga roast chicken one night or something. ,The Two Towers 
FRODO,Roast chicken?! ,The Two Towers 
SAM,    Back!  ,The Return of the King 
SAM,    Mr Frodo!  ,The Return of the King 
SAM,"    Oh no! Frodo, Mr Frodo. , Wake up. Don't leave me here     alone. Don't go where I can't follow. Wake up. Not asleep. Dead.     ",The Return of the King 
SHAGRAT,    You get back you scum!  ,The Return of the King 
SHAGRAT,    What's this?  ,The Return of the King 
ORC,    Killed another one has she?  ,The Return of the King 
SHAGRAT,"    No. , This fellow ain't dead. ",The Return of the King 
SAM,"    , Not dead.  ",The Return of the King 
SHAGRAT,    She jabs him with her stinger and he goes as limp as a boned fish aaa' then she has her way with them. That's how she likes to feed. Fresh blood. Get him to the Tower!  ,The Return of the King 
SAM,    Samwise you fool. ,The Return of the King 
ORC,    This scum will be awake in a couple of hours. ,The Return of the King 
SHAGRAT,    Then he'll wish he'd never been born. ,The Return of the King 
DENETHOR,"    The house of his spirit crumbles., He is burning. Already burning.  ",The Return of the King 
PIPPIN,What? ,The Two Towers 
MERRY,You remember the Old Foreston the borders of Buckland?Folk used to say there was something inthe water that made the trees grow tall......and come alive. ,The Two Towers 
PIPPIN,Alive? ,The Two Towers 
MERRY,Trees that could whisper......talk to each other......even move. ,The Two Towers 
URUK-HAI,I'm starving.We ain't had nothing but maggoty breadfor three stinking days. ,The Two Towers 
SNAGA,"Yeah!Why can't we have some meat?! ,What about them?They're fresh. ",The Two Towers 
UGLUK,They are not for eating. ,The Two Towers 
GRISHNAKH,What about their legs?They don't need those. ,The Two Towers 
GRISHNAKH,They look tasty. ,The Two Towers 
UGLUK,"Get back, scum!The prisoners go to Saruman.Alive and unspoiled. ",The Two Towers 
GRISHNAKH,"Alive? ,Why alive?Do they give good sport? ",The Two Towers 
UGLUK,They have something.An Elvish weapon.The master wants it for the war. ,The Two Towers 
PIPPIN,They think we have the Ring. ,The Two Towers 
MERRY,Ssh!As soon as they find out we don'twe're dead. ,The Two Towers 
GOTHMOG,Kill him. ,The Return of the King 
FARAMIR,"They're not coming from the North!  To the river quick, quick! ",The Return of the King 
DAMROD,"Go,  come on! ",The Return of the King 
GOTHMOG," Faster!  ,      Draw swords.   ",The Return of the King 
SOLDIER,Hold!  Hold them!   ,The Return of the King 
SOLDIER,What?   ,The Return of the King 
GANDALF, Amon D'n. ,The Return of the King 
SOLDIER,The beacon!  The beacon of Amon D'n is lit.   ,The Return of the King 
GANDALF,Hope is kindled!   ,The Return of the King 
ARAGORN,The beacons of Minas Tirith!  The beacons are lit!   ,The Return of the King 
ARAGORN,Gondor calls for aid. ,The Return of the King 
THEODEN,"And Rohan will answer!  Muster the Rohirrim.  ,      Assemble the army at Dunharrow,  as many men as can be found.  You have two     days. ,  On the third, we ride for Gondor' and     war.  ",The Return of the King 
EOMER, Forward!   ,The Return of the King 
MERRY,Three-foot-eight.You did something. ,The Two Towers 
PIPPIN,"Merry, don't! Don't drink it! ",The Two Towers 
PIPPIN,"Merry!No, Treebeard said that youshouldn't have any. ",The Two Towers 
MERRY,I want some! ,The Two Towers 
PIPPIN,lt could well be dangerous! ,The Two Towers 
PIPPIN,Give me it back. Merry! ,The Two Towers 
PIPPIN,What's happening?! ,The Two Towers 
MERRY,Aaagh!It's got my leg! ,The Two Towers 
PIPPIN,Merry! ,The Two Towers 
MERRY and PIPPIN,Help! ,The Two Towers 
TREEBEARD,Away with you.You should not be waking.Eat earth. Dig deep. Drink water. ,The Two Towers 
TREEBEARD,"Go to sleep.Away with you. ,Come, the forest is waking up. ",The Two Towers 
TREEBEARD,It isn't safe.The trees have grown wildand dangerous.Anger festers in their hearts.Black are their thoughts.Strong is their hate.They will harm you if they can.There are too few of us now.Too few of us Ents left to manage them. ,The Two Towers 
FRODO,"  It's too late.  It's over.  They've taken it Sam,  they took the Ring!      ",The Return of the King 
SAM,  Begging your pardon but they haven't.     ,The Return of the King 
SAM,"  I thought I'd lost you.  So I took it, only for safekeeping.      ",The Return of the King 
FRODO,"  Give it to me! ,  Give me the Ring Sam.    ,  Sam!  Give me the Ring.    ,  You must understand.  The Ring is my burden.  It will destroy you Sam.      ",The Return of the King 
SAM,  Come on Mr Frodo.  We'd best find you some clothes.  You can't go walking through Mordor in nowt but your skin.      ,The Return of the King 
SAM,  We did it Mr Frodo.  We made it to Mordor.      ,The Return of the King 
FRODO,  There are so many of them.  We'll never get through unseen.      ,The Return of the King 
FRODO,"  It's Him, the Eye!     ",The Return of the King 
SAM,"  We have to go in there Mr Frodo.  There's nothing for it. ,  Come on let's just make it down the hill for starters.      ",The Return of the King 
GANDALF,"  Frodo has passed beyond my sight. ,  The darkness is deepening.      ",The Return of the King 
ARAGORN,  If Sauron had the Ring we would know it.      ,The Return of the King 
GANDALF,"     It's only a matter of time.  He has suffered a defeat, yes, but behind the walls of Mordor our enemy is regrouping.     ",The Return of the King 
GIMLI,  Let him stay there!  Let him rot!  Why should we care?     ,The Return of the King 
GANDALF,"  Because 10,000 Orcs now stand between Frodo and Mount Doom.     ",The Return of the King 
SARUMAN,The Forest of Fangornlies on our doorstep. Burn it.,The Two Towers 
ORC,Yes.,The Two Towers 
WILDMAN,We will fight for you.,The Two Towers 
SARUMAN,Swear it.,The Two Towers 
WILDMAN,We will die for Saruman.,The Two Towers 
SARUMAN,The Horse-Men took your lands.They drove your people into the hillsto scratch a living off rocks. ,The Two Towers 
WILDMAN,Murderers!,The Two Towers 
SARUMAN,Take back the lands they stole from you.Burn every village!,The Two Towers 
SARUMAN VOICE OVER,We have only to remove thosewho oppose us.It will begin in Rohan.Too long have these peasantsstood against you.But no more.,The Two Towers 
MORWEN,Eothain! Eothain!You take your sister.You'll go faster with just two.,The Two Towers 
MORWEN,Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?,The Two Towers 
SAM,There are dead things!Dead faces in the water. ,The Two Towers 
GOLLUM,"All dead. All rotten.Elves and Men and Orcses.A great battle long ago.Dead Marshes.Yes. Yes, that is their name.This way.Don't follow the lights. ",The Two Towers 
GOLLUM,Careful now! Or Hobbits go downto join the dead ones......and light little candlesof their own. ,The Two Towers 
SAM,Frodo! ,The Two Towers 
FRODO,    Gollum? ,The Two Towers 
GOLLUM,Don't follow the lights. ,The Two Towers 
FRODO,Gollum! ,The Two Towers 
SAM,Mr. Frodo!Are you all right? ,The Two Towers 
GOLLUM,So bright.So beautiful. ,The Two Towers 
GOLLUM,(strokes his own palm)Our precious. ,The Two Towers 
FRODO,What did you say? ,The Two Towers 
GOLLUM,Master should be resting.Master needs to keep up his strength. ,The Two Towers 
FRODO,Who are you? ,The Two Towers 
GOLLUM,Mustn't ask us. Not its business.Gollum. Gollum. ,The Two Towers 
SAM,It must be getting near teatime. Leastways it would be in decent places     where there is still teatime. ,The Return of the King 
GOLLUM,We're not in decent places. ,The Return of the King 
SAM,Mr Frodo?  What is it? ,The Return of the King 
FRODO,It's just a feeling.  I don't think I'll be coming back. ,The Return of the King 
SAM,Yes you will.  Of course you will.  That's just morbid thinking.  We're     going there and back again just like Mr Bilbo.  You'll see. ,The Return of the King 
FRODO, I think these lands were once part of the Kingdom of Gondor. ,The Return of the King 
FRODO,"Long ago, when there was a King. ",The Return of the King 
SAM,"Mr Frodo, look!  The King has got a crown again.   ",The Return of the King 
MERRY, What are     they eating when they can't get hobbit ? ,The Fellowship of the Ring 
STRIDER,                    ,The Fellowship of the Ring 
FRODO,Who is     she ? This woman you sing of ?  ,The Fellowship of the Ring 
STRIDER,Tis the Lady of L'thien. The Elf Maiden who gave her love     to Beren ... a mortal ,The Fellowship of the Ring 
FRODO,What happened to her? ,The Fellowship of the Ring 
STRIDER, She died.    ,The Fellowship of the Ring 
SARUMAN,The power of Isengard is at your command ,The Fellowship of the Ring 
SARUMAN,Sauron.  Lord of the Earth ,The Fellowship of the Ring 
GIMLI, Stay close young     hobbits.,The Fellowship of the Ring 
GALADRIEL VOICE-OVER,"Frodo! , Frodo! ",The Fellowship of the Ring 
GIMLI,..and are never seen again ,The Fellowship of the Ring 
GALADRIEL VOICE-OVER,"Your coming to us , is as the footsteps of doom.     You bring great evil here! ,Ringbearer! ",The Fellowship of the Ring 
SAM,Mr Frodo ? ,The Fellowship of the Ring 
GIMLI,"Well!  Here's one dwarf she won't ensnare so easily! I     have the eyes of a hawk, and ears of a fox!  ",The Fellowship of the Ring 
GIMLI,Oh! ,The Fellowship of the Ring 
HALDIR," The dwarf     breathes so loud, we could have shot him in the dark. ",The Fellowship of the Ring 
HALDIR,"Mae govannen, Legolas Thranduilion. ",The Fellowship of the Ring 
SAM,You never know. ,The Two Towers 
FRODO,Sam. My dear Sam. ,The Two Towers 
SAM,"It's very special, that.It's the best salt in all the Shire. ",The Two Towers 
FRODO,It is special. It's a little bit of home. ,The Two Towers 
FRODO,We can't leave this here for someoneto follow us down. ,The Two Towers 
SAM,"Who's gonna follow us down hereMr. Frodo?It's a shame, really.Lady Galadriel gave me that.Real Elvish rope.    Well, there's nothing for it.It's one of my knots.Won't come free in a hurry. ",The Two Towers 
FRODO,Real Elvish rope. ,The Two Towers 
SAM,"Mordor. The one place in Middle-earthwe don't want to see any closer.And it's the one placewe're trying to get to.It's just where we can't get.    Let's face it, Mr. Frodo, we're lost.I don't think Gandalf meant for us tocome this way. ",The Two Towers 
FRODO,"He didn't mean for a lot of thingsto happen, Sam......but they did. ",The Two Towers 
SAM,"Mr. Frodo?It's the Ring, isn't it? ",The Two Towers 
FRODO,It's getting heavier. ,The Two Towers 
FRODO,What food have we got left? ,The Two Towers 
SAM,"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread. ",The Two Towers 
SAM,"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad. ",The Two Towers 
FRODO,"Nothing ever dampens your spiritsdoes it, Sam? ",The Two Towers 
BILBO,"My old sword, Sting , Here, take it, take it. ",The Fellowship of the Ring 
FRODO,Its so light! ,The Fellowship of the Ring 
BILBO,"Yes Yes , Made by the elves you know.  The blade glows blue     when orcs are close and its times like that my lad, when you have to be     extra careful.    Here's a pretty thing. , Mithril!    ,     as light as a feather and as hard as dragon scales.  Let me see you put     it on, go on. ",The Fellowship of the Ring 
BILBO," My my     old ring.  Well I should... very much like to hold it again, one last     time.  ",The Fellowship of the Ring 
BILBO,"I'm sorry I brought this upon you my boy    , I'm sorry that you must carry this     burden , I'm sorry for everything ",The Fellowship of the Ring 
ELROND,"The Ringbearer is setting out on the quest of Mount Doom and     you who travel with him, , no oath nor bond is laid to go further than you will    , Farewell. Hold to     your purpose and may the blessings of elves , and men ,,     and all free folk , go with     you.  ",The Fellowship of the Ring 
BOROMIR,You are no elf ,The Fellowship of the Ring 
ARAGORN,Men of the South are welcome here ,The Fellowship of the Ring 
BOROMIR, Who are you ? ,The Fellowship of the Ring 
ARAGORN,I'm a friend of Gandalf the Grey ,The Fellowship of the Ring 
BOROMIR," Then we are here on a     common purpose , friend. ",The Fellowship of the Ring 
BOROMIR,"The shards of Narsil ,  The blade that cut the Ring from     Sauron's hand , Ah! ,Its still sharp , but no more than a broken heirloom    ",The Fellowship of the Ring 
ARWEN,"Why do you fear the past.  You are Isildur's heir, not     Isildur himself.  You are not bound to his fate ",The Fellowship of the Ring 
PIPPIN,"    He's not dead. HE'S NOT DEAD , NO! NO! He's not dead.  ",The Return of the King 
DENETHOR,    Farewell Peregrin son of Paladin. ,The Return of the King 
PIPPIN,    NO! NO!  ,The Return of the King 
DENETHOR,"    I release you from my service. ,Go now and die and what way seems best to you.  ",The Return of the King 
SOLDIER,"    Come on soldier, move it.  ",The Return of the King 
SOLDIER,"    Hurry along there, hurry along. ",The Return of the King 
PIPPIN,"    Gandalf! , Where's     Gandalf? , GANDALF!     ",The Return of the King 
SNAGA,Just a mouthful......a bit of the flank. ,The Two Towers 
UGLUK,Looks like meat's back on the menuboys. ,The Two Towers 
MERRY,Pippin.Let's go. ,The Two Towers 
GRISHNAKH,Go on.Call for help. Squeal.No one's going to save you now.  ,The Two Towers 
MERRY,Pippin! ,The Two Towers 
PIPPIN,Aaaaaaaagh! ,The Two Towers 
LEGOLAS,A red sun rises.Blood has been spilled this night.,The Two Towers 
ARAGORN,Riders of Rohan......what news from the Mark? ,The Two Towers 
EOMER,"What business does an Elf, a Manand a Dwarf have in the Riddermark?Speak quickly! ",The Two Towers 
GIMLI,"Give me your name, horse-masterand I shall give you mine. ",The Two Towers 
EOMER,"I would cut off your head, Dwarf......if it stood but a little higherfrom the ground. ",The Two Towers 
LEGOLAS,You would die before your stroke fell. ,The Two Towers 
ARAGORN,"I am Aragorn, son of Arathorn.This is Gimli, son of Gloinand Legolas of the Woodland Realm.We are friends of Rohanand of Theoden, your king. ",The Two Towers 
EOMER,"Theoden no longer recognizesfriend from foe. Not even his own kin. ,Saruman has poisoned the mindof the king......and claimed lordship over these lands.    My company are those loyal to Rohan.And for that, we are banished.The White Wizard is cunning.He walks here and there, they say......as an old man hooded and cloaked.And everywhere, his spiesslip past our nets. ",The Two Towers 
SOLDIER,Very good sir. ,The Return of the King 
THEODEN, Gamling.   ,The Return of the King 
GAMLING,My lord! ,The Return of the King 
THEODEN,Make haste across the Riddermark.  Summon every able-bodied man to     Dunharrow.   ,The Return of the King 
GAMLING,I will.   ,The Return of the King 
ARAGORN,Do you ride with us? ,The Return of the King 
EOWYN,"Just to the encampment.  It's tradition for the women of the court to     farewell the men.  ,         The men have found their captain.  They will follow you into battle.  Even     to death.  You have given us hope.  ",The Return of the King 
MERRY,"Excuse me!  , I have     a sword.  Please accept it!  , I offer you my service Theoden King. ",The Return of the King 
THEODEN,"And gladly, I accept it.  ,      You shall be Meriadoc, esquire of Rohan.  ",The Return of the King 
GIMLI,"Horse men!  I wish I could muster an army of Dwarves, fully armed and     filthy.   ",The Return of the King 
LEGOLAS,Your kinsmen may have no need to ride to war.  I fear war already     marches on their own lands.  ,The Return of the King 
THEODEN,  ,The Return of the King 
EOMER," Now is the hour,     Riders of Rohan.  Oaths you have taken.  Now fulfil them all, to Lord and     Land!  Hah! ",The Return of the King 
PIPPIN,Why are there so few of youwhen you have lived so long? Are there Ent children? ,The Two Towers 
TREEBEARD,Bru-ra-hroom.There have been no Entingsfor a terrible long count of years. ,The Two Towers 
MERRY,Why is that? ,The Two Towers 
TREEBEARD,We lost the Entwives. ,The Two Towers 
PIPPIN,"Oh, I'm sorry. How did they die? ",The Two Towers 
TREEBEARD,Die? No.We lost them.And now we cannot find them. I don't suppose you've seen Entwives in the Shire? ,The Two Towers 
MERRY,"Can't say that I have. You, Pip? ",The Two Towers 
PIPPIN, What do they     look like? ,The Two Towers 
TREEBEARD,I don't remember now.,The Two Towers 
GANDALF,"Edoras and the Golden Hall of Meduseld. There dwells Theoden,     King of Rohan...... whose mind is overthrown. Saruman's hold over King     Theoden is now very strong. ",The Two Towers 
EOWYN,"My lord, your son......he is dead. , My lord? Uncle? Will you not go to him? Will you do     nothing? ",The Two Towers 
GANDALF,Be careful what you say.Do not look for welcome here.     ,The Two Towers 
GRIMA,"Oh, he must have died sometime in the night. What a tragedy     for the king......to lose his only son and heir. ",The Two Towers 
GANDALF,  I've sent him to his death.      ,The Return of the King 
ARAGORN,  No.  There is still hope for Frodo.  He needs time and safe passage across the plains of    Gorgoroth.  We can give him that.      ,The Return of the King 
GIMLI,  How?     ,The Return of the King 
ARAGORN,  Draw out Sauron's armies.  Empty his lands.   Then we gather our full strength and march on the Black Gate.      ,The Return of the King 
EOMER,  We cannot achieve victory through strength of arms.      ,The Return of the King 
ARAGORN,  Not for ourselves.  But we can give Frodo his chance if we keep Sauron's eye fixed upon us.   Keep him blind to all else that moves.      ,The Return of the King 
LEGOLAS,  A diversion.      ,The Return of the King 
GIMLI,"  Certainty of death, small chance of success, what are we waiting for?      ",The Return of the King 
GANDALF,  Sauron will suspect a trap.  He will not take the bait.     ,The Return of the King 
ARAGORN,"  Oh, I think he will.      ",The Return of the King 
ARAGORN,"  Long have you hunted me.  Long have I eluded you.  No more! ,  Behold, the Sword of Elendil!      ",The Return of the King 
EOTHAIN,"Yes, Mama.",The Two Towers 
FREDA,"I don't want to leave.I don't want to go, Mama.",The Two Towers 
MORWEN," Freda, I will find     you there.",The Two Towers 
MORWEN,"Quickly! ,Go, child.",The Two Towers 
SARUMAN VOICE OVER,"Rohan, my lord......is ready to fall.",The Two Towers 
EOMER,Theodred.Find the king's son!,The Two Towers 
ROHAN HORSEMAN,Mordor will pay for this,The Two Towers 
EOMER,These Orcs are not from Mordor.,The Two Towers 
ROHAN HORSEMAN,"My Lord Eomer, over here!",The Two Towers 
EOMER,He's alive.,The Two Towers 
EOWYN,Theodred.,The Two Towers 
EOWYN,"Your son is badly wounded, my lord.",The Two Towers 
EOMER,He was ambushed by Orcs.If we don't defend our countrySaruman will take it by force,The Two Towers 
GRIMA,That is a lie.Saruman the White has ever beenour friend and ally.,The Two Towers 
FRODO,Gandalf told me you wereone of the river-folk. ,The Two Towers 
GOLLUM,Cold be heart and hand and boneCold be travellers far from home ,The Two Towers 
